-0.49986003,2.01421700
-0.49966003,2.01421700
-0.49946003,1.46488400
-0.49926003,2.53303100
-0.49906003,2.01421700
-0.49886003,3.08236500
-0.49866003,2.01421700
-0.49846003,2.01421700
-0.49826003,0.94606910
-0.49806003,0.42725450
-0.49786003,1.46488400
-0.49766003,2.53303100
-0.49746003,0.42725450
-0.49726003,0.94606910
-0.49706003,1.46488400
-0.49686003,2.01421700
-0.49666003,0.42725450
-0.49646003,2.53303100
-0.49626003,2.53303100
-0.49606003,3.60117900
-0.49586003,1.46488400
-0.49566003,1.46488400
-0.49546003,2.01421700
-0.49526003,3.60117900
-0.49506003,1.46488400
-0.49486003,2.01421700
-0.49466003,0.94606910
-0.49446003,-0.09156013
-0.49426003,2.01421700
-0.49406003,1.46488400
-0.49386003,1.46488400
-0.49366003,0.42725450
-0.49346003,0.94606910
-0.49326003,0.94606910
-0.49306003,1.46488400
-0.49286003,2.01421700
-0.49266003,1.46488400
-0.49246003,1.46488400
-0.49226003,2.01421700
-0.49206003,1.46488400
-0.49186003,1.46488400
-0.49166003,1.46488400
-0.49146003,1.46488400
-0.49126003,2.53303100
-0.49106003,1.46488400
-0.49086003,1.46488400
-0.49066003,2.01421700
-0.49046003,3.08236500
-0.49026003,0.42725450
-0.49006003,2.53303100
-0.48986003,2.53303100
-0.48966003,2.53303100
-0.48946003,0.42725450
-0.48926003,2.53303100
-0.48906003,1.46488400
-0.48886003,2.01421700
-0.48866003,0.42725450
-0.48846003,2.53303100
-0.48826003,0.94606910
-0.48806003,2.01421700
-0.48786003,3.08236500
-0.48766003,2.53303100
-0.48746003,0.94606910
-0.48726003,2.01421700
-0.48706003,2.53303100
-0.48686003,1.46488400
-0.48666003,1.46488400
-0.48646003,1.46488400
-0.48626003,2.01421700
-0.48606003,2.01421700
-0.48586003,2.01421700
-0.48566003,0.94606910
-0.48546003,2.01421700
-0.48526003,2.01421700
-0.48506003,2.01421700
-0.48486003,2.53303100
-0.48466003,2.53303100
-0.48446003,0.42725450
-0.48426003,1.46488400
-0.48406003,2.01421700
-0.48386003,2.53303100
-0.48366003,1.46488400
-0.48346003,2.53303100
-0.48326003,1.46488400
-0.48306003,0.94606910
-0.48286003,1.46488400
-0.48266003,1.46488400
-0.48246003,1.46488400
